Project,Station_Name,Station_Number,Latitude,Longitude,Sample_Code,Date,Date_Time,Result_DissNitrateNitrite,Result_DissNitrate,Detection_Condition_DissNitrateNitrite,Detection_Condition_DissNitrate,Reporting_Limit_DissNitrateNitrite,Reporting_Limit_DissNitrate,Units_DissNitrateNitrite,Units_DissNitrate,Method_DissNitrateNitrite,Method_DissNitrate
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJB0710B0853,2010-07-19,2010-07-19T17:00:00Z,0.47,2.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA0710B2800,2010-07-19,2010-07-19T21:00:00Z,0.09,0.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Conservation Outlet,DV000000,37.6183,-121.7494,DA0710B2802,2010-07-19,2010-07-19T21:20:00Z,0.12,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA0710B2799,2010-07-19,2010-07-19T23:00:00Z,0.27,1.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA0710B0488,2010-07-20,2010-07-20T15:50:00Z,0.25,1.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA0710B0487,2010-07-20,2010-07-20T17:10:00Z,0.6,2.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA0710B0483,2010-07-20,2010-07-20T18:20:00Z,0.77,3.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA0710B0481,2010-07-20,2010-07-20T22:45:00Z,0.48,2.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA0710B0164,2010-07-21,2010-07-21T16:00:00Z,0.49,2.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OC0710B0016,2010-07-21,2010-07-21T16:13:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA0710B2798,2010-07-21,2010-07-21T16:25:00Z,0.12,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OC0710B0015,2010-07-21,2010-07-21T17:27:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA0710B2801,2010-07-21,2010-07-21T19:45:00Z,0.3,1.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Lake - Outlet,CA002000,34.5152,-118.6101,SA0810B0190,2010-08-16,2010-08-16T16:00:00Z,0.23,1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Perris - Outlet,PE002000,33.8397,-117.1763,SA0810B0176,2010-08-16,2010-08-16T16:00:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJB0810B0861,2010-08-16,2010-08-16T19:50:00Z,0.16,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA0810B2842,2010-08-16,2010-08-16T21:45:00Z,0.04,0.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Conservation Outlet,DV000000,37.6183,-121.7494,DA0810B2844,2010-08-16,2010-08-16T22:00:00Z,0.13,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA0810B0499,2010-08-17,2010-08-17T15:50:00Z,0.14,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pyramid Lake - Outlet,PY001000,34.6449,-118.767,SA0810B0191,2010-08-17,2010-08-17T16:00:00Z,0.28,1.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Silverwood Lake - Outlet,SI002000,34.2803,-117.3299,SA0810B0177,2010-08-17,2010-08-17T16:00:00Z,0.23,1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA0810B0498,2010-08-17,2010-08-17T16:45:00Z,0.18,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA0810B0494,2010-08-17,2010-08-17T18:45:00Z,0.73,3.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA0810B2841,2010-08-17,2010-08-17T22:00:00Z,0.1,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA0810B0493,2010-08-17,2010-08-17T22:35:00Z,0.14,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OC0810B0018,2010-08-18,2010-08-18T15:55:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA0810B0192,2010-08-18,2010-08-18T16:00:00Z,0.14,0.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA0810B2840,2010-08-18,2010-08-18T16:30:00Z,0.05,0.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OC0810B0017,2010-08-18,2010-08-18T17:00:00Z,0.01,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA0810B2843,2010-08-18,2010-08-18T19:30:00Z,0.2,1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJB0910B0864,2010-09-13,2010-09-13T17:10:00Z,0.11,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA0910B2893,2010-09-13,2010-09-13T21:15:00Z,0.14,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA0910B2894,2010-09-13,2010-09-13T22:00:00Z,0.05,0.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA0910B0533,2010-09-14,2010-09-14T15:50:00Z,0.15,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA0910B0538,2010-09-14,2010-09-14T19:15:00Z,0.23,1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA0910B0539,2010-09-14,2010-09-14T19:20:00Z,0.2,1.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA0910B0534,2010-09-14,2010-09-14T21:20:00Z,0.63,3.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OC0910B0020,2010-09-15,2010-09-15T15:24:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA0910B2892,2010-09-15,2010-09-15T16:30:00Z,0.1,0.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OC0910B0019,2010-09-15,2010-09-15T16:32:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA0910B0213,2010-09-15,2010-09-15T17:00:00Z,0.14,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA0910B2895,2010-09-15,2010-09-15T19:15:00Z,0.15,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA1010B2929,2010-10-18,2010-10-18T22:20:00Z,0.18,0.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA1010B2928,2010-10-18,2010-10-18T23:00:00Z,0.39,1.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA1010B0566,2010-10-19,2010-10-19T16:20:00Z,0.38,1.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJB1010B0867,2010-10-19,2010-10-19T17:20:00Z,0.34,1.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA1010B0572,2010-10-19,2010-10-19T18:30:00Z,0.75,3.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA1010B0571,2010-10-19,2010-10-19T19:10:00Z,0.31,1.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA1010B0567,2010-10-19,2010-10-19T20:15:00Z,0.62,2.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA1010B2927,2010-10-20,2010-10-20T15:55:00Z,0.26,1.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OC1010B0021,2010-10-20,2010-10-20T16:15:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OC1010B0022,2010-10-20,2010-10-20T16:18:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA1010B2930,2010-10-20,2010-10-20T19:20:00Z,0.17,0.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA1010B0258,2010-10-27,2010-10-27T16:00:00Z,0.41,1.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Lake - Outlet,CA002000,34.5152,-118.6101,SA1110B0284,2010-11-15,2010-11-15T16:00:00Z,0.44,2.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Perris - Outlet,PE002000,33.8397,-117.1763,SA1110B0277,2010-11-15,2010-11-15T16:00:00Z,0.03,0.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJB1110B0870,2010-11-15,2010-11-15T18:30:00Z,0.57,2.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA1110B2988,2010-11-15,2010-11-15T22:30:00Z,0.4,1.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Conservation Outlet,DV000000,37.6183,-121.7494,DA1110B2991,2010-11-15,2010-11-16T00:15:00Z,0.08,0.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA1110B0603,2010-11-16,2010-11-16T15:05:00Z,1.5,6.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pyramid Lake - Outlet,PY001000,34.6449,-118.767,SA1110B0285,2010-11-16,2010-11-16T16:00:00Z,0.35,1.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Silverwood Lake - Outlet,SI002000,34.2803,-117.3299,SA1110B0278,2010-11-16,2010-11-16T16:00:00Z,0.43,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA1110B0602,2010-11-16,2010-11-16T16:15:00Z,0.73,3.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA1110B0597,2010-11-16,2010-11-16T17:55:00Z,0.63,2.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA1110B0596,2010-11-16,2010-11-16T22:35:00Z,0.64,2.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA1110B0286,2010-11-17,2010-11-17T16:00:00Z,0.56,2.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA1110B2987,2010-11-17,2010-11-17T16:00:00Z,0.39,1.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OD1110B0017,2010-11-17,2010-11-17T16:12:00Z,0.03,0.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Oroville Dam,OR001000,39.5384,-121.4822,OD1110B0016,2010-11-17,2010-11-17T16:27:00Z,NA,NA,Not Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA1110B2989,2010-11-17,2010-11-17T19:10:00Z,0.34,1.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJA1210B0804,2010-12-13,2010-12-13T18:20:00Z,0.73,3.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA1210B3018,2010-12-13,2010-12-14T00:00:00Z,0.73,3.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Conservation Outlet,DV000000,37.6183,-121.7494,DA1210B3020,2010-12-13,2010-12-14T00:30:00Z,0.03,0.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA1210B0614,2010-12-14,2010-12-14T15:30:00Z,0.72,4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA1210B0613,2010-12-14,2010-12-14T16:20:00Z,0.67,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA1210B0609,2010-12-14,2010-12-14T17:20:00Z,0.64,2.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA1210B0608,2010-12-14,2010-12-14T22:00:00Z,0.6,2.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA1210B0293,2010-12-15,2010-12-15T16:00:00Z,0.62,3.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA1210B3017,2010-12-15,2010-12-15T16:25:00Z,0.63,3.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OA1210B0053,2010-12-15,2010-12-15T17:34:00Z,0.03,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA1210B3019,2010-12-15,2010-12-15T19:15:00Z,0.4,1.8,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA0111B0003,2011-01-18,2011-01-18T18:00:00Z,0.65,2.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA0111B3025,2011-01-18,2011-01-18T21:30:00Z,0.57,2.7,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA0111B0004,2011-01-18,2011-01-18T22:30:00Z,0.71,3.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA0111B0009,2011-01-19,2011-01-19T15:35:00Z,0.67,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OC0111B0023,2011-01-19,2011-01-19T15:50:00Z,0.01,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA0111B0010,2011-01-19,2011-01-19T16:00:00Z,0.68,3.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA0111B3024,2011-01-19,2011-01-19T17:35:00Z,0.6,3.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA0111B0008,2011-01-19,2011-01-19T18:00:00Z,0.69,3.1,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJB0111B0873,2011-01-19,2011-01-19T18:36:00Z,0.68,3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Barker Slough Pumping Plant,KG000000,38.2759,-121.7965,DA0111B3026,2011-01-19,2011-01-19T19:50:00Z,0.11,0.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Lake Perris - Outlet,PE002000,33.8397,-117.1763,SA0211B0122,2011-02-14,2011-02-14T16:00:00Z,0.07,0.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Del Valle Check No. 7,KB001638,37.6547,-121.7419,DA0211B3041,2011-02-14,2011-02-15T00:00:00Z,0.42,2.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Clifton Court Forebay,KA000000,37.8298,-121.5574,DA0211B3040,2011-02-14,2011-02-15T00:30:00Z,0.47,2.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 21,KA017226,36.0142,-119.9769,SLA0211B0014,2011-02-15,2011-02-15T14:45:00Z,0.58,2.6,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Castaic Lake - Outlet,CA002000,34.5152,-118.6101,SA0211B0129,2011-02-15,2011-02-15T16:00:00Z,0.44,2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pacheco Pumping Plant,SL000000,37.0619,-121.1806,SLA0211B0015,2011-02-15,2011-02-15T19:15:00Z,0.7,3.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Delta Mendota Canal,DMC06716,37.1329,-121.0407,SLA0211B0020,2011-02-16,2011-02-16T14:50:00Z,0.44,2.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Thermalito Afterbay Outlet,TA001000,39.4562,-121.637,OC0211B0024,2011-02-16,2011-02-16T15:45:00Z,0.01,NA,Detected,Not Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Pyramid Lake - Outlet,PY001000,34.6449,-118.767,SA0211B0130,2011-02-16,2011-02-16T16:00:00Z,0.48,2.2,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 41,KA030341,34.834,-118.7119,SA0211B0131,2011-02-16,2011-02-16T16:00:00Z,0.5,2.3,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Silverwood Lake - Outlet,SI002000,34.2803,-117.3299,SA0211B0123,2011-02-16,2011-02-16T16:00:00Z,0.64,2.9,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,O'Neill FB Outlet (Check 13),KA007089,37.0742,-121.0151,SLA0211B0019,2011-02-16,2011-02-16T16:05:00Z,0.55,2.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Banks Headworks,KA000331,37.7981,-121.6238,DA0211B3039,2011-02-16,2011-02-16T16:30:00Z,0.49,2.5,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
SWP Routine Monitoring,Check 29,KA024454,35.232,-119.3299,SJC0211B0846,2011-02-16,2011-02-16T18:15:00Z,0.54,2.4,Detected,Detected,0.01,0.1,mg/L as N,mg/L as N,"Std Method 4500-NO3-, F",EPA 300.0
