"sample_code","collection_date","station_number","rpt_limit_field_specific_conductance","rpt_limit_dissolved_nitrate_nitrite","rpt_limit_total_kjeldahl_nitrogen","rpt_limit_dissolved_nitrate","result_field_specific_conductance","result_dissolved_nitrate_nitrite","result_total_kjeldahl_nitrogen","result_dissolved_nitrate","method_field_specific_conductance","method_dissolved_nitrate_nitrite","method_total_kjeldahl_nitrogen","method_dissolved_nitrate","nitrate_as_N","nitrate_RL_as_N","total_nitrogen","tn_vs_no3","difference"
"SA0412B0105",2012-04-18,"KA041323",NA,0.01,0.1,0.1,NA,0.61,0.4,2.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.604651162790698,0.0232558139534884,1.01,"greater",0.405348837209302
"SA0412B0118",2012-04-18,"KA030341",NA,0.01,0.1,0.1,NA,1.4,1.8,6.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.48837209302326,0.0232558139534884,3.2,"greater",1.71162790697674
"SA0512B0123",2012-05-14,"CA002000",NA,0.01,0.1,0.1,NA,0.16,0.2,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.36,"greater",0.197209302325581
"SA0512B0124",2012-05-15,"PY001000",NA,0.01,0.1,0.1,NA,0.74,0.4,3.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.813953488372093,0.0232558139534884,1.14,"greater",0.326046511627907
"SA0512B0133",2012-05-16,"KA041323",NA,0.01,0.1,0.1,NA,0.51,0.3,2.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.627906976744186,0.0232558139534884,0.81,"greater",0.182093023255814
"SA0512B0125",2012-05-16,"KA030341",NA,0.01,0.1,0.1,NA,0.38,0.6,2.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.604651162790698,0.0232558139534884,0.98,"greater",0.375348837209302
"SA0612B0157",2012-06-20,"KA041323",NA,0.01,0.1,0.1,NA,0.55,0.4,2.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.581395348837209,0.0232558139534884,0.95,"greater",0.368604651162791
"SA0612B0149",2012-06-20,"KA030341",NA,0.01,0.1,0.1,NA,0.52,0.3,2.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.558139534883721,0.0232558139534884,0.82,"greater",0.261860465116279
"SA0712B0409",2012-07-18,"KA041323",NA,0.01,0.1,0.1,NA,0.31,0.4,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.71,"greater",0.384418604651163
"SA0712B0401",2012-07-18,"KA030341",NA,0.01,0.1,0.1,NA,0.26,0.4,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.66,"greater",0.334418604651163
"SA0812B0447",2012-08-14,"PY001000",NA,0.01,0.1,0.1,NA,0.05,0.5,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.55,"greater",0.503488372093023
"SA0812B0448",2012-08-14,"KA030341",NA,0.01,0.1,0.1,NA,0.08,0.4,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.48,"greater",0.386976744186047
"SA0812B0459",2012-08-14,"KA041323",NA,0.01,0.1,0.1,NA,0.23,0.3,1.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.255813953488372,0.0232558139534884,0.53,"greater",0.274186046511628
"SA0912B0011",2012-09-19,"KA041323",NA,0.01,0.1,0.1,NA,0.08,0.2,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.28,"greater",0.163720930232558
"SA1012B0032",2012-10-15,"KA041323",NA,0.01,0.1,0.1,NA,0.09,0.3,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.39,"greater",0.296976744186047
"SA1012B0024",2012-10-17,"KA030341",NA,0.01,0.1,0.1,NA,0.11,0.3,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0232558139534884,0.41,"greater",0.27046511627907
"SA1112B0050",2012-11-13,"CA002000",NA,0.01,0.1,0.25,NA,0.31,0.3,1.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.348837209302326,0.0581395348837209,0.61,"greater",0.261162790697674
"SA1112B0051",2012-11-13,"PY001000",NA,0.01,0.1,0.25,NA,0.18,0.2,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0581395348837209,0.38,"greater",0.147441860465116
"SA1112B0052",2012-11-14,"KA030341",NA,0.01,0.1,0.25,NA,0.33,0.4,1.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.395348837209302,0.0581395348837209,0.73,"greater",0.334651162790698
"SA1112B0060",2012-11-14,"KA041323",NA,0.01,0.1,0.1,NA,0.27,0.4,1.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.255813953488372,0.0232558139534884,0.67,"greater",0.414186046511628
"SA1212B0095",2012-12-18,"KA041323",NA,0.01,0.1,0.1,NA,0.41,0.2,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,0.61,"greater",0.0751162790697675
"SA1212B0656",2012-12-19,"KA030341",NA,0.01,0.1,0.5,NA,0.8,0.2,3.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.837209302325581,0.116279069767442,1,"greater",0.162790697674419
"SA0113B0010",2013-01-16,"KA030341",NA,0.01,0.1,0.5,NA,1,0.3,4.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.09302325581395,0.116279069767442,1.3,"greater",0.206976744186046
"SA0113B0004",2013-01-16,"KA041323",NA,0.01,0.1,0.1,NA,0.54,0.3,2.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.674418604651163,0.0232558139534884,0.84,"greater",0.165581395348837
"SA0213B0035",2013-02-19,"PY001000",NA,0.01,0.1,0.1,NA,0.56,0.2,2.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.627906976744186,0.0232558139534884,0.76,"greater",0.132093023255814
"SA0213B0036",2013-02-19,"KA030341",NA,0.01,0.1,0.1,NA,1.22,0.5,6.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.41860465116279,0.0232558139534884,1.72,"greater",0.301395348837209
"SA0213B0063",2013-02-20,"KA041323",NA,0.01,0.1,0.1,NA,0.98,0.4,4.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.02325581395349,0.0232558139534884,1.38,"greater",0.356744186046511
"SA0313B0098",2013-03-20,"KA041323",NA,0.01,0.1,0.1,NA,1.04,0.4,4.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1,0.0232558139534884,1.44,"greater",0.44
"SA0313B0104",2013-03-20,"KA030341",NA,0.01,0.1,0.1,NA,0.94,0.5,4.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.953488372093023,0.0232558139534884,1.44,"greater",0.486511627906977
"SA0413B0112",2013-04-15,"KA041323",NA,0.01,0.1,0.1,NA,0.88,0.5,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,1.38,"greater",0.449767441860465
"SA0413B0118",2013-04-16,"KA030341",NA,0.01,0.1,0.1,NA,0.83,0.5,3.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.906976744186047,0.0232558139534884,1.33,"greater",0.423023255813954
"SA0513B0123",2013-05-13,"CA002000",NA,0.01,0.1,0.1,NA,0.11,0.4,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.51,"greater",0.393720930232558
"SA0513B0124",2013-05-14,"PY001000",NA,0.01,0.1,0.1,NA,0.71,0.6,3.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.790697674418605,0.0232558139534884,1.31,"greater",0.519302325581395
"SA0513B0133",2013-05-15,"KA041323",NA,0.01,0.1,0.1,NA,0.66,0.4,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.06,"greater",0.362325581395349
"SA0513B0125",2013-05-15,"KA030341",NA,0.01,0.1,0.1,NA,0.7,0.4,3.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.767441860465116,0.0232558139534884,1.1,"greater",0.332558139534884
"SA0613B0156",2013-06-19,"KA030341",NA,0.01,0.1,0.1,NA,0.57,0.5,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,1.07,"greater",0.535116279069767
"SA0613B0147",2013-06-19,"KA041323",NA,0.01,0.1,0.5,NA,0.35,0.5,1.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.418604651162791,0.116279069767442,0.85,"greater",0.431395348837209
"SA0713B0181",2013-07-17,"KA041323",NA,0.01,0.1,0.1,NA,0.05,0.5,0.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0697674418604651,0.0232558139534884,0.55,"greater",0.480232558139535
"SA0713B0173",2013-07-17,"KA030341",NA,0.01,0.1,0.1,NA,0.4,0.7,2.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.488372093023256,0.0232558139534884,1.1,"greater",0.611627906976744
"SA0813B0209",2013-08-19,"CA002000",NA,0.01,0.1,0.1,NA,0.32,0.3,1.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.348837209302326,0.0232558139534884,0.62,"greater",0.271162790697674
"SA0813B0210",2013-08-20,"PY001000",NA,0.01,0.1,0.1,NA,0.21,0.4,1.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.255813953488372,0.0232558139534884,0.61,"greater",0.354186046511628
"SLA0813B0158",2013-08-20,"ON003050",NA,0.01,0.1,0.3,NA,0.12,0.3,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0697674418604651,0.42,"greater",0.28046511627907
"SA0813B0205",2013-08-21,"KA041323",NA,0.01,0.1,0.1,NA,0.15,0.5,0.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.13953488372093,0.0232558139534884,0.65,"greater",0.51046511627907
"SA0813B0211",2013-08-21,"KA030341",NA,0.01,0.1,0.1,NA,0.08,0.3,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.38,"greater",0.217209302325581
"SA0913B0233",2013-09-18,"KA041323",NA,0.01,0.1,0.1,NA,0.05,0.5,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.55,"greater",0.503488372093023
"SL1013B0013",2013-10-15,"ON003050",NA,0.01,0.1,0.1,NA,0.08,0.3,0.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.116279069767442,0.0232558139534884,0.38,"greater",0.263720930232558
"SA1013B0254",2013-10-16,"KA041323",NA,0.01,0.1,0.1,NA,0.08,0.4,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.48,"greater",0.386976744186047
"SA1013B0246",2013-10-16,"KA030341",NA,0.01,0.1,0.1,NA,0.32,0.3,1.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.395348837209302,0.0232558139534884,0.62,"greater",0.224651162790698
"SA1113B0286",2013-11-18,"CA002000",NA,0.01,0.1,0.1,NA,0.41,0.2,2.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.488372093023256,0.0232558139534884,0.61,"greater",0.121627906976744
"SA1113B0287",2013-11-19,"PY001000",NA,0.01,0.1,0.1,NA,0.34,0.2,1.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.418604651162791,0.0232558139534884,0.54,"greater",0.121395348837209
"SL1113B0025",2013-11-19,"ON003050",NA,0.01,0.1,0.1,NA,0.58,0.4,2.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.627906976744186,0.0232558139534884,0.98,"greater",0.352093023255814
"SA1113B0288",2013-11-20,"KA030341",NA,0.01,0.1,0.1,NA,1.03,0.3,5.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.2093023255814,0.0232558139534884,1.33,"greater",0.120697674418605
"SA1113B0282",2013-11-20,"KA041323",NA,0.01,0.1,0.1,NA,0.3,0.6,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.0232558139534884,0.9,"greater",0.597674418604651
"SA1213B0295",2013-12-11,"KA030341",NA,0.01,0.1,0.1,NA,1.64,0.2,7.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.7906976744186,0.0232558139534884,1.84,"greater",0.0493023255813951
"S1213B0004",2013-12-17,"KA041323",NA,0.01,0.1,0.1,NA,0.52,0.4,2.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.488372093023256,0.0232558139534884,0.92,"greater",0.431627906976744
"SL1213B0041",2013-12-17,"ON003050",NA,0.01,0.1,0.1,NA,0.78,0.4,3.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.837209302325581,0.0232558139534884,1.18,"greater",0.342790697674419
"S0114B0004",2014-01-14,"KA041323",NA,0.01,0.1,0.1,NA,0.6,0.5,2.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.627906976744186,0.0232558139534884,1.1,"greater",0.472093023255814
"SL0114B0001",2014-01-14,"ON003050",NA,0.01,0.1,0.1,NA,0.51,0.9,2.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.488372093023256,0.0232558139534884,1.41,"greater",0.921627906976744
"S0114B0017",2014-01-15,"KA030341",NA,0.01,0.1,0.1,NA,1.4,0.2,6.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.55813953488372,0.0232558139534884,1.6,"greater",0.0418604651162788
"S0214B0059",2014-02-18,"CA002000",NA,0.01,0.1,0.5,NA,0.38,0.3,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.116279069767442,0.68,"greater",0.214883720930233
"SL0214B0013",2014-02-18,"ON003050",NA,0.01,0.1,0.1,NA,0.98,0.5,4.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.09302325581395,0.0232558139534884,1.48,"greater",0.386976744186046
"S0214B0061",2014-02-19,"PY001000",NA,0.01,0.1,0.1,NA,0.88,0.2,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,1.08,"greater",0.149767441860465
"S0214B0039",2014-02-20,"KA041323",NA,0.01,0.1,0.1,NA,0.48,0.3,2.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.674418604651163,0.0232558139534884,0.78,"greater",0.105581395348837
"S0314B0070",2014-03-17,"KA041323",NA,0.01,0.1,0.1,NA,0.64,0.5,2.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.674418604651163,0.0232558139534884,1.14,"greater",0.465581395348837
"SL0314B0026",2014-03-18,"ON003050",NA,0.01,0.1,0.1,NA,1,0.8,4.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.09302325581395,0.0232558139534884,1.8,"greater",0.706976744186046
"S0314B0077",2014-03-20,"KA030341",NA,0.01,0.1,0.5,NA,1.14,0.2,5.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.27906976744186,0.116279069767442,1.34,"greater",0.0609302325581393
"SL0414B0037",2014-04-15,"ON003050",NA,0.01,0.1,0.1,NA,0.75,0.6,3.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.813953488372093,0.0232558139534884,1.35,"greater",0.536046511627907
"S0414B0101",2014-04-16,"KA030341",NA,0.01,0.1,0.1,NA,0.91,0.4,4.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.02325581395349,0.0232558139534884,1.31,"greater",0.286744186046512
"S0414B0090",2014-04-16,"KA041323",NA,0.01,0.1,0.1,NA,0.64,0.5,2.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.674418604651163,0.0232558139534884,1.14,"greater",0.465581395348837
"S0514B0120",2014-05-19,"CA002000",NA,0.01,0.1,0.1,NA,0.18,0.5,1.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.255813953488372,0.0232558139534884,0.68,"greater",0.424186046511628
"S0514B0116",2014-05-20,"KA041323",NA,0.01,0.1,0.1,NA,0.43,0.5,2.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.627906976744186,0.0232558139534884,0.93,"greater",0.302093023255814
"S0514B0122",2014-05-20,"PY001000",NA,0.01,0.1,0.1,NA,0.77,0.3,4.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1,0.0232558139534884,1.07,"greater",0.0700000000000001
"SL0514B0049",2014-05-20,"ON003050",NA,0.01,0.1,0.1,NA,0.41,0.5,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.91,"greater",0.444883720930232
"S0514B0127",2014-05-21,"KA030341",NA,0.01,0.1,0.1,NA,0.87,0.2,5.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.32558139534884,0.0232558139534884,1.07,"less",-0.255581395348837
"S0614B0141",2014-06-17,"KA041323",NA,0.01,0.1,0.1,NA,0.51,0.5,2.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.558139534883721,0.0232558139534884,1.01,"greater",0.451860465116279
"S0614B0148",2014-06-18,"KA030341",NA,0.01,0.1,0.1,NA,0.78,0.8,3.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.790697674418605,0.0232558139534884,1.58,"greater",0.789302325581395
"S0714B0164",2014-07-16,"KA041323",NA,0.01,0.1,0.1,NA,0.46,0.5,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,0.96,"greater",0.425116279069767
"S0714B0159",2014-07-16,"KA030341",NA,0.01,0.1,0.1,NA,0.24,0.8,1.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.255813953488372,0.0232558139534884,1.04,"greater",0.784186046511628
"S0814B0178",2014-08-18,"CA002000",NA,0.01,0.1,0.1,NA,0.24,0.3,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.0232558139534884,0.54,"greater",0.237674418604651
"S0814B0180",2014-08-19,"PY001000",NA,0.01,0.1,0.1,NA,0.08,0.6,0.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0930232558139535,0.0232558139534884,0.68,"greater",0.586976744186046
"S0814B0181",2014-08-20,"KA030341",NA,0.01,0.1,0.1,NA,0.58,0.9,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.48,"greater",0.782325581395349
"S0814B0174",2014-08-20,"KA041323",NA,0.01,0.1,0.1,NA,0.24,0.5,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.74,"greater",0.414418604651163
"C0814B0983",2014-08-20,"ON003050",NA,0.01,0.1,0.1,NA,0.2,0.5,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.7,"greater",0.420930232558139
"SL0914B0098",2014-09-16,"ON003050",NA,0.01,0.1,0.1,NA,0.08,0.5,0.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.0465116279069768,0.0232558139534884,0.58,"greater",0.533488372093023
"S0914B0202",2014-09-17,"KA041323",NA,0.01,0.1,0.1,NA,0.32,0.5,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.0232558139534884,0.82,"greater",0.517674418604651
"S0914B0209",2014-09-17,"KA030341",NA,0.01,0.1,0.1,NA,0.43,0.4,1.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.418604651162791,0.0232558139534884,0.83,"greater",0.411395348837209
"SL1014B0116",2014-10-14,"ON003050",NA,0.01,0.1,0.5,NA,0.12,0.4,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.116279069767442,0.52,"greater",0.310697674418605
"S1014B0223",2014-10-15,"KA030341",NA,0.01,0.1,0.1,NA,1.32,0.5,16,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",3.72093023255814,0.0232558139534884,1.82,"less",-1.90093023255814
"S1014B0216",2014-10-15,"KA041323",NA,0.01,0.1,0.5,NA,0.32,0.5,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.116279069767442,0.82,"greater",0.517674418604651
