"long_station_name","short_station_name","station_number","sample_code","collection_date","analyte","result","rpt_limit","units","method","sample_type","description","notes"
"Old River Upstream of Mountain House Creek","OR up Mtn House Crk","B9537000","CF0118B0160",2018-01-25,"Dissolved Nitrate + Nitrite","1.5",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Grant Line Canal near Old River","GLC n. OR","B9D72921327","CF0118B0158",2018-01-25,"Dissolved Nitrate + Nitrite","1",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Grant Ln Can @ Tracy Rd Bdg","GLC@Tracy","B9D74921269","CF0118B0157",2018-01-25,"Dissolved Nitrate + Nitrite","1.3",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Sugar Cut downstream of Tom Paine Slough","SUGAR CUT","B9D74761253","CF0122B0223",2022-01-25,"Dissolved Nitrate + Nitrite","0.947",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Bethel Island near Piper Slough","Bethel near Piper","B9D80251385","CF0116B0184",2016-01-26,"Dissolved Nitrate + Nitrite","0.83",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Bethel Island near Piper Slough","Bethel near Piper","B9D80251385","CF0116B0186",2016-01-26,"Dissolved Nitrate + Nitrite","0.83",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Duplicate Sample",NA,NA
"Rock Slough @ Contra Costa WD Fish Screen","RS @CCWD Fish Screen","B9522200","CF0122B0230",2022-01-26,"Dissolved Nitrate + Nitrite","0.773",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Rock Slough @ Contra Costa WD Fish Screen","RS @CCWD Fish Screen","B9522200","CF0122B0234",2022-01-26,"Dissolved Nitrate + Nitrite","0.775",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Duplicate Sample",NA,NA
"Three Mile Slough at San Joaquin River","Three Mile Slough","B9D80621412","CF0116B0224",2016-01-28,"Dissolved Nitrate + Nitrite","0.61",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"False River near Oakley","False R Nr Oakley","B9D80331400","CF0116B0228",2016-01-28,"Dissolved Nitrate + Nitrite","0.84",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Replicate (Split) Sample",NA,NA
"False River near Oakley","False R Nr Oakley","B9D80331400","CF0116B0223",2016-01-28,"Dissolved Nitrate + Nitrite","0.85",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Fisherman's Cut","Fisherman's Cut","B9D80411389","CF0116B0227",2016-01-28,"Dissolved Nitrate + Nitrite","0.88",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Old River near Frank's Tract","OR Nr Franks Tract","B9D80431347","CF0116B0222",2016-01-28,"Dissolved Nitrate + Nitrite","0.99",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Middle River @ Union Point - P10A","MR@UnionPt/P10A","B9D75351292","CF0118B0164",2018-01-30,"Dissolved Nitrate + Nitrite","1.12",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Middle River near Tracy Road","MR n. Tracy Rd.","B9D75291280","CF0118B0165",2018-01-30,"Dissolved Nitrate + Nitrite","1",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Middle River at Howard Road","MR at Howard Rd.","B9D75261230","CF0118B0166",2018-01-30,"Dissolved Nitrate + Nitrite","0.96",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Middle River at Howard Road","MR at Howard Rd.","B9D75261230","CF0118B0168",2018-01-30,"Dissolved Nitrate + Nitrite","0.96",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Duplicate Sample",NA,NA
"Middle River at Undine Road","MR@UNDINE","B9D75011230","CF0118B0167",2018-01-30,"Dissolved Nitrate + Nitrite","1.42",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Old River near Doughty Cut - ORX","OR Nr DOUGHTY CUT","B9D74871232","CF0119B0103",2019-01-30,"Dissolved Nitrate","9.5",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample",NA,NA
"Grant Line Canal East","GLC-East","B9D74921261","CF0119B0104",2019-01-30,"Dissolved Nitrate","10",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample",NA,NA
"Grant Line Canal East","GLC-East","B9D74921261","CF0119B0110",2019-01-30,"Dissolved Nitrate","10",0.5,"mg/L","EPA 300.0 28d Hold [1]*","Duplicate, Specific Analyte(s)",NA,NA
"Old River at Tracy Wildlife Association","Old River at TWA","B9D74821274","CF0118B0179",2018-01-31,"Dissolved Nitrate + Nitrite","1.42",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Duplicate Sample",NA,NA
"Old River at Tracy Wildlife Association","Old River at TWA","B9D74821274","CF0118B0178",2018-01-31,"Dissolved Nitrate + Nitrite","1.41",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Bethel Island near Piper Slough","Bethel near Piper","B9D80251385","CF0223B0268",2023-02-02,"Dissolved Nitrate + Nitrite","1.08",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Bethel Island near Piper Slough","Bethel near Piper","B9D80251385","CF0223B0269",2023-02-02,"Dissolved Nitrate + Nitrite","1.08",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Duplicate Sample",NA,NA
"Bethel Island near Piper Slough","Bethel near Piper","B9D80251385","CF0215B0139",2015-02-03,"Dissolved Nitrate + Nitrite","0.88",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Replicate (Split) Sample",NA,NA
"Bethel Island near Piper Slough","Bethel near Piper","B9D80251385","CF0215B0137",2015-02-03,"Dissolved Nitrate + Nitrite","0.88",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Bethel Island near Piper Slough","Bethel near Piper","B9D80251385","CF0222B0247",2022-02-03,"Dissolved Nitrate + Nitrite","0.691",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Duplicate Sample",NA,NA
"Bethel Island near Piper Slough","Bethel near Piper","B9D80251385","CF0222B0246",2022-02-03,"Dissolved Nitrate + Nitrite","0.698",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Holland Cut near Bethel Island","Holland Cut Nr BI","B9D80101349","CF0216B0258",2016-02-04,"Dissolved Nitrate + Nitrite","0.9",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Holland Cut near Bethel Island","Holland Cut Nr BI","B9D80101349","CF0216B0261",2016-02-04,"Dissolved Nitrate + Nitrite","0.97",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Replicate (Split), Spec. Analyte(s)",NA,NA
"Paradise Cut Upstream","Paradise C Upstream","B9D74811224","CF0220B0081",2020-02-04,"Dissolved Nitrate","0.8",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample",NA,NA
"Old River at Tracy Wildlife Association","Old River at TWA","B9D74821274","CF0220B0083",2020-02-04,"Dissolved Nitrate","5.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Duplicate, Specific Analyte(s)",NA,NA
"Old River at Tracy Wildlife Association","Old River at TWA","B9D74821274","CF0220B0078",2020-02-04,"Dissolved Nitrate","5.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample",NA,NA
"Old River at Tracy Wildlife Association","Old River at TWA","B9D74821274","CF0221B0048C",2021-02-04,"Dissolved Nitrate","1.3",0.1,"mg/L","EPA 300.0 [1]*","Normal Sample",NA,NA
"Sacramento River Downstream of Isleton","Sac R. DS Isleton","B9D81051394","CF0216B0266",2016-02-05,"Dissolved Nitrate + Nitrite","0.19",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Duplicate Sample",NA,NA
"Sacramento River Downstream of Isleton","Sac R. DS Isleton","B9D81051394","CF0216B0265",2016-02-05,"Dissolved Nitrate + Nitrite","0.25",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Miner Slough near Sacramento River","Miner Slough nr SR","B9S81421400","CF0218B0196",2018-02-06,"Dissolved Nitrate + Nitrite","0.27",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Miner Slough near Sacramento River","Miner Slough nr SR","B9S81421400","CF0218B0199",2018-02-06,"Dissolved Nitrate + Nitrite","0.27",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Duplicate Sample",NA,NA
"Old River at Tracy Wildlife Association","Old River at TWA","B9D74821274","CF0223B0278",2023-02-07,"Dissolved Nitrate + Nitrite","0.934",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Duplicate Sample",NA,NA
"Old River at Tracy Wildlife Association","Old River at TWA","B9D74821274","CF0223B0277",2023-02-07,"Dissolved Nitrate + Nitrite","0.951",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Steamboat Slough","Steamboat Slough","B9S81131386","CF0216B0268",2016-02-08,"Dissolved Nitrate + Nitrite","0.37",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Miner Slough near Sacramento River","Miner Slough nr SR","B9S81421400","CF0216B0267",2016-02-08,"Dissolved Nitrate + Nitrite","0.3",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Old River at Tracy Wildlife Association","Old River at TWA","B9D74821274","CF0222B0263",2022-02-08,"Dissolved Nitrate + Nitrite","0.594",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample","All Chlorophyll data collected on this run on 02/08/2022 does not meet duplicate validation standards. RPD test failed at TWA on 02/08/2022 for Chlorophyll (Parent: 15.4, Dup: 6.51, RPD: 81.2%).
All Total Suspended Solids data collected on this run on 02/08/2022 does not meet duplicate validation standards. RPD test failed at TWA on 02/08/2022 for Total Suspended Solids (Parent: 8.3, Dup: 5.2, RPD: 45.9%).",NA
"Old River at Tracy Wildlife Association","Old River at TWA","B9D74821274","CF0222B0262",2022-02-08,"Dissolved Nitrate + Nitrite","0.598",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Duplicate Sample","All Chlorophyll data collected on this run on 02/08/2022 does not meet duplicate validation standards. RPD test failed at TWA on 02/08/2022 for Chlorophyll (Parent: 15.4, Dup: 6.51, RPD: 81.2%).
All Total Suspended Solids data collected on this run on 02/08/2022 does not meet duplicate validation standards. RPD test failed at TWA on 02/08/2022 for Total Suspended Solids (Parent: 8.3, Dup: 5.2, RPD: 45.9%).",NA
"Fisherman's Cut","Fisherman's Cut","B9D80411389","CF0215B0153",2015-02-09,"Dissolved Nitrate + Nitrite","0.86",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Replicate (Split) Sample",NA,NA
"Fisherman's Cut","Fisherman's Cut","B9D80411389","CF0215B0152",2015-02-09,"Dissolved Nitrate + Nitrite","0.87",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Old River near Frank's Tract","OR Nr Franks Tract","B9D80431347","CF0215B0147",2015-02-09,"Dissolved Nitrate + Nitrite","0.75",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Holland Cut near Bethel Island","Holland Cut Nr BI","B9D80101349","CF0215B0150",2015-02-09,"Dissolved Nitrate + Nitrite","0.9",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"False River near Oakley","False R Nr Oakley","B9D80331400","CF0215B0148",2015-02-09,"Dissolved Nitrate + Nitrite","0.7",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Three Mile Slough at San Joaquin River","Three Mile Slough","B9D80621412","CF0215B0149",2015-02-09,"Dissolved Nitrate + Nitrite","0.85",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Old River near Doughty Cut - ORX","OR Nr DOUGHTY CUT","B9D74871232","CF0221B0067C",2021-02-09,"Dissolved Nitrate","1.7",0.05,"mg/L","EPA 300.0 [1]*","Normal Sample",NA,NA
"Grant Line Canal East","GLC-East","B9D74921261","CF0221B0068C",2021-02-09,"Dissolved Nitrate","1.8",0.05,"mg/L","EPA 300.0 [1]*","Normal Sample",NA,NA
"Sugar Cut downstream of Tom Paine Slough","SUGAR CUT","B9D74761253","CF0221B0071C",2021-02-09,"Dissolved Nitrate","1.7",0.05,"mg/L","EPA 300.0 [1]*","Normal Sample",NA,NA
"Old River near Doughty Cut - ORX","OR Nr DOUGHTY CUT","B9D74871232","CF0223B0294",2023-02-09,"Dissolved Nitrate + Nitrite","0.754",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Duplicate, Specific Analyte(s)",NA,NA
"Old River near Doughty Cut - ORX","OR Nr DOUGHTY CUT","B9D74871232","CF0223B0289",2023-02-09,"Dissolved Nitrate + Nitrite","0.757",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Grant Line Canal East","GLC-East","B9D74921261","CF0223B0290",2023-02-09,"Dissolved Nitrate + Nitrite","0.809",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Rock Slough @ Contra Costa WD Fish Screen","RS @CCWD Fish Screen","B9522200","CF0221B0079C",2021-02-10,"Dissolved Nitrate","<0.05",0.05,"mg/L","EPA 300.0 [1]*","Normal Sample",NA,NA
"Rock Slough @ Contra Costa WD Fish Screen","RS @CCWD Fish Screen","B9522200","CF0220B0126",2020-02-11,"Dissolved Nitrate + Nitrite","0.34",0.05,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Rock Slough @ Contra Costa WD Fish Screen","RS @CCWD Fish Screen","B9522200","CF0220B0132",2020-02-11,"Dissolved Nitrate + Nitrite","0.33",0.05,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Duplicate Sample",NA,NA
"Rock Slough @ Contra Costa WD Fish Screen","RS @CCWD Fish Screen","B9522200","CF0220B0132",2020-02-11,"Dissolved Nitrate","1.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Duplicate Sample",NA,NA
"Rock Slough @ Contra Costa WD Fish Screen","RS @CCWD Fish Screen","B9522200","CF0220B0126",2020-02-11,"Dissolved Nitrate","1.4",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample",NA,NA
"Paradise Cut Upstream","Paradise C Upstream","B9D74811224","CF0221B0098C",2021-02-11,"Dissolved Nitrate","0.4",0.05,"mg/L","EPA 300.0 [1]*","Normal Sample",NA,NA
"Miner Slough near Sacramento River","Miner Slough nr SR","B9S81421400","CF0218B0213",2018-02-12,"Dissolved Nitrate + Nitrite","0.21",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Miner Slough near Sacramento River","Miner Slough nr SR","B9S81421400","CF0218B0216",2018-02-12,"Dissolved Nitrate + Nitrite","0.21",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Duplicate Sample",NA,NA
"Grant Ln Can @ Tracy Rd Bdg","GLC@Tracy","B9D74921269","CF0218B0226",2018-02-13,"Dissolved Nitrate + Nitrite","1.06",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Grant Line Canal East","GLC-East","B9D74921261","CF0218B0220",2018-02-13,"Dissolved Nitrate + Nitrite","1.16",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Grant Line Canal East","GLC-East","B9D74921261","CF0218B0223",2018-02-13,"Dissolved Nitrate + Nitrite","1.15",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Duplicate Sample",NA,NA
"Old River Upstream of Mountain House Creek","OR up Mtn House Crk","B9537000","CF0218B0245",2018-02-15,"Dissolved Nitrate + Nitrite","1.05",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Old River Downstream DMC Barrier","OR@DMC-DS","B9536500","CF0218B0247",2018-02-15,"Dissolved Nitrate + Nitrite","0.89",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Duplicate Sample",NA,NA
"Old River Downstream DMC Barrier","OR@DMC-DS","B9536500","CF0218B0244",2018-02-15,"Dissolved Nitrate + Nitrite","0.88",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Grant Line Canal near Old River","GLC n. OR","B9D72921327","CF0218B0243",2018-02-15,"Dissolved Nitrate + Nitrite","0.9",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Victoria Canal near Byron","Victoria Canal","B9D75231318","CF0218B0246",2018-02-15,"Dissolved Nitrate + Nitrite","0.88",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Sugar Cut downstream of Tom Paine Slough","SUGAR CUT","B9D74761253","CF0223B0319",2023-02-15,"Dissolved Nitrate + Nitrite","1.13",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Rock Slough @ Contra Costa WD Fish Screen","RS @CCWD Fish Screen","B9522200","CF0222B0293",2022-02-16,"Dissolved Nitrate + Nitrite","0.509",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Duplicate Sample",NA,NA
"Rock Slough @ Contra Costa WD Fish Screen","RS @CCWD Fish Screen","B9522200","CF0222B0289",2022-02-16,"Dissolved Nitrate + Nitrite","0.405",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Sugar Cut downstream of Tom Paine Slough","SUGAR CUT","B9D74761253","CF0222B0299",2022-02-16,"Dissolved Nitrate + Nitrite","0.628",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Rock Slough @ Contra Costa WD Fish Screen","RS @CCWD Fish Screen","B9522200","CF0223B0327",2023-02-16,"Dissolved Nitrate + Nitrite","1.01",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Duplicate Sample",NA,NA
"Rock Slough @ Contra Costa WD Fish Screen","RS @CCWD Fish Screen","B9522200","CF0223B0323",2023-02-16,"Dissolved Nitrate + Nitrite","1.01",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Steamboat Slough","Steamboat Slough","B9S81131386","CF0223B0329",2023-02-16,"Dissolved Nitrate + Nitrite","0.427",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Sacramento River Downstream of Isleton","Sac R. DS Isleton","B9D81051394","CF0223B0330",2023-02-16,"Dissolved Nitrate + Nitrite","0.359",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Sacramento River Downstream of Isleton","Sac R. DS Isleton","B9D81051394","CF0223B0331",2023-02-16,"Dissolved Nitrate + Nitrite","0.356",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Duplicate Sample",NA,NA
"Miner Slough near Sacramento River","Miner Slough nr SR","B9S81421400","CF0223B0328",2023-02-16,"Dissolved Nitrate + Nitrite","0.338",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample",NA,NA
"Old River near Frank's Tract","OR Nr Franks Tract","B9D80431347","CF0216B0322",2016-02-17,"Dissolved Nitrate + Nitrite","0.66",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Duplicate Sample",NA,NA
"Old River near Frank's Tract","OR Nr Franks Tract","B9D80431347","CF0216B0316",2016-02-17,"Dissolved Nitrate + Nitrite","0.62",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Fisherman's Cut","Fisherman's Cut","B9D80411389","CF0216B0321",2016-02-17,"Dissolved Nitrate + Nitrite","0.7",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"False River near Oakley","False R Nr Oakley","B9D80331400","CF0216B0317",2016-02-17,"Dissolved Nitrate + Nitrite","0.61",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Three Mile Slough at San Joaquin River","Three Mile Slough","B9D80621412","CF0216B0318",2016-02-17,"Dissolved Nitrate + Nitrite","0.51",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Bethel Island near Piper Slough","Bethel near Piper","B9D80251385","CF0216B0333",2016-02-17,"Dissolved Nitrate + Nitrite","0.72",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Duplicate Sample",NA,NA
"Bethel Island near Piper Slough","Bethel near Piper","B9D80251385","CF0216B0331",2016-02-17,"Dissolved Nitrate + Nitrite","0.72",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample",NA,NA
"Steamboat Slough","Steamboat Slough","B9S81131386","CF0222B0308",2022-02-17,"Dissolved Nitrate + Nitrite","0.284",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Duplicate Sample","Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",NA
"Steamboat Slough","Steamboat Slough","B9S81131386","CF0222B0306",2022-02-17,"Dissolved Nitrate + Nitrite","0.283",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample","Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",NA
"Sacramento River Downstream of Isleton","Sac R. DS Isleton","B9D81051394","CF0222B0307",2022-02-17,"Dissolved Nitrate + Nitrite","0.199",0.05,"mg/L as N","Std Method 4500-NO3-F [1]*","Normal Sample","Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",NA
